UTC,Time,IMU A1,IMU A2,IMU A3,IMU G1,IMU G2,IMU G3,IMU M1,IMU M2,IMU M3,Latitude,Longitude
2018-07-10T16:44:26.3150+00:00,695827650,144,-150,566,-80,-72,-27,-116,-20,64,N/A,N/A
2018-07-10T16:44:26.5670+00:00,695827901,106,-102,477,-161,-57,-38,-126,-16,72,N/A,N/A
2018-07-10T16:44:26.8080+00:00,695828142,200,-148,519,-80,-25,-15,-126,-20,72,N/A,N/A
2018-07-10T16:44:27.0580+00:00,695828392,179,-80,511,5,38,25,-120,-10,68,N/A,N/A
2018-07-10T16:44:27.3090+00:00,695828643,66,-139,471,5,-1,-30,-118,-6,62,N/A,N/A
2018-07-10T16:44:27.5600+00:00,695828893,167,-134,533,50,-37,-55,-128,-12,70,N/A,N/A
2018-07-10T16:44:27.8120+00:00,695829145,51,-133,511,49,-2,6,-116,-12,72,N/A,N/A
2018-07-10T16:44:28.0620+00:00,695829395,169,-65,501,-20,10,-14,-115,-7,63,N/A,N/A
2018-07-10T16:44:28.3120+00:00,695829645,153,-78,475,98,57,52,-109,-23,75,N/A,N/A
2018-07-10T16:44:28.5640+00:00,695829897,123,-138,494,96,17,63,-110,-20,66,N/A,N/A
2018-07-10T16:44:28.8170+00:00,695830149,39,-103,608,217,1,73,-112,-22,68,N/A,N/A
2018-07-10T16:44:29.0700+00:00,695830402,124,27,489,-155,-38,-12,-114,-28,70,N/A,N/A
2018-07-10T16:44:29.3190+00:00,695830651,171,-106,558,60,2,12,-118,-24,70,N/A,N/A
2018-07-10T16:44:29.5610+00:00,695830893,175,-75,490,-17,42,50,-124,-22,72,N/A,N/A
2018-07-10T16:44:29.8100+00:00,695831142,14,-155,414,-92,-66,-3,-107,-13,71,N/A,N/A
2018-07-10T16:44:29.9820+00:00,695831313,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285844,-11725760
2018-07-10T16:44:30.0620+00:00,695831393,105,-161,449,82,-160,22,-124,-8,78,N/A,N/A
2018-07-10T16:44:30.3130+00:00,695831644,163,-99,558,-184,-21,-55,-139,-15,75,N/A,N/A
2018-07-10T16:44:30.5650+00:00,695831896,201,-77,459,429,76,107,-129,-37,83,N/A,N/A
2018-07-10T16:44:30.8140+00:00,695832145,178,-234,475,-441,-13,10,-131,-23,89,N/A,N/A
2018-07-10T16:44:31.0660+00:00,695832396,90,-197,489,-353,-99,-46,-130,4,76,N/A,N/A
2018-07-10T16:44:31.3170+00:00,695832647,164,-78,422,-3,-2,20,-133,1,87,N/A,N/A
2018-07-10T16:44:31.5680+00:00,695832898,194,-189,519,217,25,106,-142,4,86,N/A,N/A
2018-07-10T16:44:31.8190+00:00,695833149,155,-70,468,273,86,115,-144,-8,84,N/A,N/A
2018-07-10T16:44:32.0700+00:00,695833400,4,-101,559,144,134,-60,-117,-21,61,N/A,N/A
2018-07-10T16:44:32.3220+00:00,695833651,83,-173,450,-145,-150,-85,-117,-5,71,N/A,N/A
2018-07-10T16:44:32.5720+00:00,695833901,145,-83,541,-261,-120,-83,-134,-30,84,N/A,N/A
2018-07-10T16:44:32.8220+00:00,695834151,190,-4,515,202,47,57,-130,-42,94,N/A,N/A
2018-07-10T16:44:33.0630+00:00,695834392,201,88,519,-127,97,17,-128,-48,80,N/A,N/A
2018-07-10T16:44:33.3130+00:00,695834642,61,-129,480,3,-3,-43,-119,-27,71,N/A,N/A
2018-07-10T16:44:33.5650+00:00,695834893,91,-91,486,44,-31,37,-130,-38,86,N/A,N/A
2018-07-10T16:44:33.8170+00:00,695835145,145,-81,636,-27,-17,-79,-117,-31,83,N/A,N/A
2018-07-10T16:44:34.0680+00:00,695835396,117,42,450,286,-8,23,-120,-54,94,N/A,N/A
2018-07-10T16:44:34.3180+00:00,695835646,76,388,509,1165,400,-185,-103,-117,131,N/A,N/A
2018-07-10T16:44:34.5700+00:00,695835897,2,-21,29,1636,395,-440,-35,-195,261,N/A,N/A
2018-07-10T16:44:34.8210+00:00,695836148,-92,668,74,69,9,162,-42,-174,370,N/A,N/A
2018-07-10T16:44:34.9860+00:00,695836313,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285847,-11725755
2018-07-10T16:44:35.0720+00:00,695836399,-65,500,100,-258,0,108,-43,-177,345,N/A,N/A
2018-07-10T16:44:35.3220+00:00,695836649,-80,519,125,35,3,136,-60,-172,350,N/A,N/A
2018-07-10T16:44:35.5720+00:00,695836899,-63,535,69,19,-32,27,-69,-173,345,N/A,N/A
2018-07-10T16:44:35.8230+00:00,695837149,-62,587,62,-60,-37,-141,-66,-172,354,N/A,N/A
2018-07-10T16:44:36.0750+00:00,695837401,51,-31,32,73,-69,-203,-25,-185,339,N/A,N/A
2018-07-10T16:44:36.3250+00:00,695837651,-25,391,89,316,-112,64,-29,-173,365,N/A,N/A
2018-07-10T16:44:36.5660+00:00,695837892,-54,562,70,37,-123,57,-20,-172,404,N/A,N/A
2018-07-10T16:44:36.8160+00:00,695838142,-43,521,85,-258,-138,-4,-24,-174,380,N/A,N/A
2018-07-10T16:44:37.0680+00:00,695838393,-62,470,117,64,-78,-33,-5,-189,369,N/A,N/A
2018-07-10T16:44:37.3190+00:00,695838644,-43,477,97,172,-62,10,5,-177,385,N/A,N/A
2018-07-10T16:44:37.5700+00:00,695838895,-60,511,83,-80,-62,46,-2,-178,402,N/A,N/A
2018-07-10T16:44:37.8200+00:00,695839145,-52,510,86,-44,-6,66,-2,-176,388,N/A,N/A
2018-07-10T16:44:38.0710+00:00,695839395,-56,543,92,-66,26,28,-14,-172,382,N/A,N/A
2018-07-10T16:44:38.3210+00:00,695839645,-61,499,80,-27,59,-79,-2,-186,376,N/A,N/A
2018-07-10T16:44:38.5720+00:00,695839896,-71,416,88,138,47,5,-1,-169,383,N/A,N/A
2018-07-10T16:44:38.8220+00:00,695840146,-58,497,59,41,-50,37,-9,-171,397,N/A,N/A
2018-07-10T16:44:39.0730+00:00,695840397,-64,513,71,-46,-79,18,-2,-174,394,N/A,N/A
2018-07-10T16:44:39.3240+00:00,695840647,-68,504,77,-33,-31,19,-2,-168,392,N/A,N/A
2018-07-10T16:44:39.5750+00:00,695840898,-56,504,99,-65,3,58,2,-178,384,N/A,N/A
2018-07-10T16:44:39.8220+00:00,695841145,-60,514,82,-3,21,37,-3,-173,373,N/A,N/A
2018-07-10T16:44:39.9950+00:00,695841318,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285850,-11725752
2018-07-10T16:44:40.0720+00:00,695841395,-78,503,97,54,22,12,-4,-176,394,N/A,N/A
2018-07-10T16:44:40.3230+00:00,695841646,-60,480,77,36,13,7,-8,-174,388,N/A,N/A
2018-07-10T16:44:40.5740+00:00,695841896,-70,533,37,-1,-7,7,-5,-183,399,N/A,N/A
2018-07-10T16:44:40.8260+00:00,695842148,-62,492,54,-48,-20,-14,0,-176,396,N/A,N/A
2018-07-10T16:44:41.0770+00:00,695842399,-67,486,87,-16,-19,19,8,-170,390,N/A,N/A
2018-07-10T16:44:41.3270+00:00,695842649,-62,470,88,-69,-18,42,-2,-180,386,N/A,N/A
2018-07-10T16:44:41.5800+00:00,695842901,-45,510,96,80,12,22,-8,-172,384,N/A,N/A
2018-07-10T16:44:41.8300+00:00,695843151,-31,484,98,-44,-2,58,-3,-175,393,N/A,N/A
2018-07-10T16:44:42.0730+00:00,695843394,-25,536,108,-182,25,157,-17,-183,367,N/A,N/A
2018-07-10T16:44:42.3220+00:00,695843643,-18,568,124,-172,31,109,-36,-180,356,N/A,N/A
2018-07-10T16:44:42.5740+00:00,695843895,-40,458,120,113,89,-103,-42,-188,348,N/A,N/A
2018-07-10T16:44:42.8250+00:00,695844145,-70,448,15,273,35,-296,-11,-173,377,N/A,N/A
2018-07-10T16:44:43.0770+00:00,695844397,47,380,129,-279,-251,45,7,-189,373,N/A,N/A
2018-07-10T16:44:43.3260+00:00,695844646,-67,363,337,-206,-196,198,14,-190,336,N/A,N/A
2018-07-10T16:44:43.5770+00:00,695844897,-146,523,83,512,-60,186,-20,-180,376,N/A,N/A
